,Home Team,Away Team,Score,Half Time Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Possession %,Away Team Possession %,Home Team Off Target Shots,Home Team On Target Shots,Home Team Total Shots,Home Team Blocked Shots,Home Team Corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,Home Team Clearances,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Off Target Shots,Away Team On Target Shots,Away Team Total Shots,Away Team Blocked Shots,Away Team Corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,Away Team Clearances,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards,Home Team Goals Scored,Away Team Goals Scored,Home Team Goals Conceeded,Away Team Goals Conceeded,year,league
1136,CHELSEA,SUNDERLAND,01-May,01-Jan,7.1,7.9,4.5,70,30,12,8,28,8,11,9,91,10,4,8,1,0,0,2,3,7,2,1,8,78,5,35,15,1,0,0,5,1,1,5,2016,english
1170,MAN CITY,LIVERPOOL,5-0,2-0,6.9,9.3,4.2,66,34,3,10,13,0,8,21,90,9,14,10,2,0,0,2,3,7,2,3,17,77,4,22,9,2,0,1,5,0,0,5,2017,english
1191,MAN CITY,CRYSTAL PALACE,5-0,1-0,6.7,8.8,4.4,72,28,7,9,25,9,8,21,91,10,6,6,3,0,0,2,0,5,3,2,21,73,10,30,7,1,0,0,5,0,0,5,2017,english
1275,ARSENAL,HUDDERSFIELD,5-0,1-0,6.6,9.1,4.7,70,30,8,7,21,6,7,17,88,13,13,10,0,0,0,3,2,7,2,2,22,77,16,30,12,1,0,0,5,0,0,5,2017,english
1295,TOTTENHAM,STOKE,01-May,1-0,6.3,8.8,4.1,71,29,6,11,20,3,12,17,88,19,16,12,1,0,0,1,3,4,0,6,12,64,21,29,9,0,0,0,5,1,1,5,2017,english
1330,TOTTENHAM,SOUTHAMPTON,02-May,2-0,8.3,7.5,5.4,57,43,7,7,16,2,3,15,83,15,29,8,0,0,0,7,6,16,3,8,14,74,9,17,15,2,0,0,5,2,2,5,2017,english
1337,LIVERPOOL,SWANSEA,5-0,1-0,6.3,8.8,4.8,55,45,7,9,22,6,4,14,88,8,7,5,0,0,0,2,4,7,1,2,17,85,12,21,8,1,0,0,5,0,0,5,2017,english
1342,CHELSEA,STOKE,5-0,3-0,6.3,9.3,4,58,42,7,12,21,2,7,18,91,13,9,5,1,0,0,0,1,1,0,0,11,83,5,22,10,1,0,0,5,0,0,5,2017,english
1396,ARSENAL,EVERTON,01-May,4-0,6.5,8.4,5,58,42,3,7,15,5,4,13,85,21,27,8,2,0,0,4,2,10,4,6,27,81,25,26,8,0,0,0,5,1,1,5,2017,english
1405,MAN CITY,LEICESTER CITY,01-May,01-Jan,6.3,8.5,4.2,70,30,6,11,19,2,8,24,87,11,13,10,2,0,0,0,2,2,0,2,11,67,17,29,12,3,0,0,5,1,1,5,2017,english
1443,LIVERPOOL,WATFORD,5-0,2-0,5.8,9.4,4.4,58,42,1,10,13,2,6,26,82,18,13,5,1,0,0,2,1,4,1,0,23,72,20,24,4,0,0,0,5,0,0,5,2017,english
1487,MAN CITY,SWANSEA,5-0,2-0,6.9,9.2,4,83,17,4,12,19,3,5,10,93,10,8,6,0,0,0,2,1,4,1,1,14,70,14,26,8,1,0,0,5,0,0,5,2017,english
1491,CRYSTAL PALACE,LEICESTER CITY,5-0,2-0,6.4,9.1,3.8,50,50,4,9,15,2,8,17,83,8,22,11,1,0,0,2,1,6,3,2,22,80,11,19,9,1,0,1,5,0,0,5,2017,english
1508,ARSENAL,BURNLEY,5-0,2-0,6,8.9,4.5,64,36,5,8,16,3,4,14,89,11,20,6,0,0,0,2,2,6,2,5,14,80,16,23,7,1,0,0,5,0,0,5,2017,english
1519,TOTTENHAM,LEICESTER CITY,04-May,02-Jan,9.5,6.4,6.1,64,36,5,6,14,3,4,26,82,10,17,9,1,0,0,7,9,17,1,4,17,73,15,19,13,2,0,0,5,4,4,5,2017,english
1602,MAN CITY,BURNLEY,5-0,1-0,6.5,8.9,4.1,69,31,6,10,24,8,10,15,88,14,10,11,2,0,0,4,0,5,1,1,15,75,16,19,5,2,0,0,5,0,0,5,2018,english
1702,TOTTENHAM,BOURNEMOUTH,5-0,3-0,5.7,8.7,4.6,57,43,2,7,10,1,3,14,87,8,16,5,2,0,0,6,4,14,4,4,24,81,15,6,8,1,0,0,5,0,0,5,2018,english
1715,LIVERPOOL,ARSENAL,01-May,01-Apr,6.1,8.6,4.1,48,52,3,10,15,2,5,11,83,7,15,8,1,0,0,3,2,8,3,3,15,84,8,14,13,2,0,0,5,1,1,5,2018,english
1762,CHELSEA,HUDDERSFIELD,5-0,2-0,6.1,9.2,4.1,65,35,8,7,23,8,11,18,88,8,7,8,0,0,0,1,2,5,2,2,16,81,8,21,5,0,0,0,5,0,0,5,2018,english
1794,ARSENAL,BOURNEMOUTH,01-May,01-Feb,7,8.2,4.9,65,35,4,7,16,5,9,21,89,10,18,11,2,0,0,3,5,13,5,4,17,80,15,20,9,2,0,0,5,1,1,5,2018,english
1797,LIVERPOOL,WATFORD,5-0,2-0,6.4,8.7,4.8,62,38,4,10,19,5,6,22,85,10,18,5,0,0,0,1,3,5,1,4,13,77,8,37,7,2,0,0,5,0,0,5,2018,english
1870,LIVERPOOL,HUDDERSFIELD,5-0,3-0,5.6,9.2,4.5,70,30,12,7,21,2,4,25,88,12,11,5,0,0,0,2,1,5,2,4,22,69,9,20,14,0,0,0,5,0,0,5,2018,english
1897,CRYSTAL PALACE,BOURNEMOUTH,03-May,01-Mar,9.6,7,5.5,45,55,7,8,17,2,4,19,80,13,23,11,3,0,0,6,8,16,2,4,15,83,15,19,8,0,0,0,5,3,3,5,2018,english
1968,LEICESTER CITY,NEWCASTLE,5-0,1-0,5.7,9,4.6,69,31,5,5,13,3,9,23,89,9,7,12,1,0,0,3,0,3,0,0,22,77,13,23,9,1,0,1,5,0,0,5,2019,english
2047,LIVERPOOL,EVERTON,02-May,02-Apr,7.5,7.5,5.3,59,41,3,5,11,3,5,23,81,24,23,13,1,0,0,7,4,12,1,6,22,73,26,15,17,2,0,0,5,2,2,5,2019,english
2051,TOTTENHAM,BURNLEY,5-0,3-0,5.5,8.9,4.3,49,51,3,7,13,3,1,14,78,25,22,12,1,0,0,5,1,7,1,1,24,77,26,9,8,1,0,0,5,0,0,5,2019,english
2199,MAN CITY,BURNLEY,5-0,3-0,5.1,8.6,4.3,71,29,7,7,19,5,3,17,91,18,8,8,1,0,0,1,0,1,0,1,13,76,11,11,7,1,0,0,5,0,0,5,2019,english
2221,MAN UTD,BOURNEMOUTH,02-May,01-Mar,8,8,4.6,70,30,4,10,19,5,8,13,89,12,9,3,0,0,0,2,3,7,2,3,15,75,12,17,12,1,0,0,5,2,2,5,2019,english
2233,MAN CITY,NEWCASTLE,5-0,2-0,6.3,9.4,3.9,74,26,6,9,23,8,8,10,94,13,11,12,0,0,0,0,1,6,5,1,14,72,5,14,7,0,0,0,5,0,0,5,2019,english
2269,LIVERPOOL,CHELSEA,03-May,01-Mar,8.7,7.5,5.2,50,50,2,7,10,1,6,21,82,15,14,8,1,0,0,5,5,10,0,0,15,83,11,15,11,0,0,0,5,3,3,5,2019,english
2277,MAN CITY,NORWICH,5-0,2-0,7.5,9,4.3,74,26,12,10,31,9,9,17,92,8,5,7,1,0,0,1,4,5,0,0,13,71,7,26,4,1,0,0,5,0,0,5,2019,english
2290,EVERTON,WEST BROM,02-May,01-Feb,8,8.2,5.2,72,28,5,7,17,5,11,17,90,11,4,9,1,0,0,1,4,6,1,1,8,78,14,20,11,0,0,1,5,2,2,5,2020,english
2372,MAN CITY,BURNLEY,5-0,3-0,5.6,8.8,4.5,69,31,10,6,19,3,6,15,89,17,18,12,0,0,0,6,1,9,2,4,16,73,13,11,4,0,0,0,5,0,0,5,2020,english
2404,LEEDS UTD,NEWCASTLE,02-May,01-Jan,9.1,8.5,4.5,68,32,8,10,25,7,7,17,83,17,10,10,3,0,0,5,4,10,1,4,13,67,18,32,13,1,0,0,5,2,2,5,2020,english
2556,LEICESTER CITY,SHEFFIELD UTD,5-0,1-0,5.9,9,4.1,72,28,4,10,19,5,9,22,89,9,10,10,0,0,0,1,0,1,0,1,15,71,9,18,9,2,0,0,5,0,0,5,2020,english
2601,MAN CITY,SOUTHAMPTON,02-May,01-Mar,8.6,7.6,5.2,58,42,5,10,17,2,5,21,91,10,10,6,1,0,0,3,6,11,2,5,18,83,12,11,4,0,0,0,5,2,2,5,2020,english
2654,MAN CITY,EVERTON,5-0,2-0,7,8.8,3.7,68,32,6,11,21,4,7,14,92,8,11,8,2,0,0,2,3,8,3,5,15,79,10,18,10,2,0,0,5,0,0,5,2020,english
2698,PSG,SAINT-ï¿½ï¿½TIENNE,5-0,2-0,5.7,9.3,4.5,66,34,2,8,13,3,4,13,91,9,13,7,0,0,0,2,2,8,4,7,17,81,4,18,14,1,0,0,5,0,0,5,2014,french
2757,LYON,MONTPELLIER,01-May,2-0,7.1,8.4,4.6,58,42,6,11,20,3,7,17,82,16,23,18,6,0,0,6,2,10,2,6,17,76,14,23,11,3,0,0,5,1,1,5,2014,french
2814,GUINGAMP,CAEN,01-May,01-Feb,6.1,8.5,4.6,51,49,8,9,18,1,6,26,77,22,30,9,2,0,0,3,1,5,1,4,18,75,24,39,13,1,0,1,5,1,1,5,2014,french
3014,SAINT-ï¿½ï¿½TIENNE,NICE,5-0,2-0,6.2,8.8,4.4,56,44,6,9,15,0,3,39,76,15,27,12,2,0,0,4,2,7,1,7,21,72,17,18,12,2,0,0,5,0,0,5,2014,french
3157,PSG,TOULOUSE,5-0,2-0,5.6,9.7,4.3,69,31,6,9,15,0,5,17,93,14,11,13,2,0,0,4,0,7,3,0,22,81,4,24,13,1,0,0,5,0,0,5,2015,french
3215,PSG,LYON,01-May,01-Feb,6.2,8.7,4.9,64,36,3,8,11,0,6,17,87,14,12,16,2,0,0,6,3,9,0,1,27,75,9,17,9,1,0,0,5,1,1,5,2015,french
3246,PSG,ANGERS,01-May,2-0,6.2,9,4.9,70,30,5,10,16,1,3,14,91,6,11,8,0,0,0,6,4,11,1,1,19,79,7,11,11,1,0,0,5,1,1,5,2015,french
3323,LYON,GUINGAMP,01-May,01-Mar,6.5,7.4,4.7,67,33,4,9,16,3,6,21,86,15,18,13,2,0,0,6,5,11,0,3,16,76,12,16,10,3,0,0,5,1,1,5,2015,french
3336,ANGERS,LORIENT,01-May,01-Mar,6.1,8.2,3.9,42,58,9,10,23,4,6,24,72,18,18,12,1,0,0,3,2,5,0,2,26,80,18,23,17,4,0,0,5,1,1,5,2015,french
3475,LYON,MONTPELLIER,01-May,01-Feb,6.1,8.9,4.2,67,33,5,8,15,2,11,12,89,16,9,10,0,0,0,6,2,8,0,1,20,79,11,20,15,1,0,1,5,1,1,5,2016,french
3570,MONACO,SC BASTIA,5-0,1-0,5.1,7.6,4.6,54,46,2,7,12,3,6,33,84,17,24,16,3,0,0,6,0,7,1,5,16,78,14,32,11,3,0,0,5,0,0,5,2016,french
3595,PSG,LORIENT,5-0,2-0,5.3,8.9,3.9,63,37,10,7,19,2,13,22,92,12,14,8,0,0,0,2,1,4,1,3,9,83,5,33,10,1,0,0,5,0,0,5,2016,french
3623,MARSEILLE,MONTPELLIER,01-May,3-0,7.7,7.9,4.8,63,37,4,9,17,4,7,13,89,6,16,12,1,0,0,6,9,19,4,5,16,83,20,24,7,1,0,1,5,1,1,5,2016,french
3656,MONACO,FC METZ,5-0,3-0,6.5,9.5,3.8,62,38,9,13,26,4,8,27,86,9,15,7,1,0,0,1,1,5,3,3,20,74,17,24,11,3,0,0,5,0,0,5,2016,french
3679,LYON,FC METZ,5-0,1-0,6.6,9.2,4.3,63,37,12,7,27,8,10,28,85,17,11,10,1,0,0,5,2,9,2,1,15,74,15,24,7,3,0,0,5,0,0,5,2016,french
3697,GUINGAMP,SC BASTIA,5-0,0-0,6.3,9,3.6,61,39,9,8,21,4,5,18,86,22,25,10,0,0,0,1,1,2,0,8,23,75,13,24,13,3,1,0,5,0,0,5,2016,french
3707,BORDEAUX,MONTPELLIER,01-May,3-0,6.5,8.3,4.9,40,60,3,7,13,3,5,26,79,6,28,7,0,0,0,6,4,14,4,8,17,85,24,10,9,0,0,1,5,1,1,5,2016,french
3743,LORIENT,FC METZ,01-May,01-Jan,6.4,9.1,3.6,63,37,6,9,19,4,8,32,86,16,20,12,1,0,0,3,3,7,1,4,22,74,10,26,10,1,0,0,5,1,1,5,2016,french
3760,PSG,SC BASTIA,5-0,2-0,7.2,8.7,4.3,72,28,9,12,27,6,11,23,90,17,10,11,1,0,0,2,0,6,4,4,15,71,14,29,3,2,0,0,5,0,0,5,2016,french
3916,MARSEILLE,CAEN,5-0,1-0,6,8.7,4.6,71,29,10,11,28,7,13,26,85,14,15,5,0,0,0,5,3,11,3,6,25,70,16,36,9,0,0,0,5,0,0,5,2017,french
4048,PSG,STRASBOURG,02-May,01-Mar,8.2,8.4,4.7,64,36,5,11,20,4,4,11,91,5,16,9,2,0,0,8,2,12,2,6,10,85,9,22,16,3,0,0,5,2,2,5,2017,french
4078,PSG,FC METZ,5-0,4-0,6.7,8.8,4.2,58,42,6,10,18,2,9,17,90,12,11,10,0,0,0,2,3,6,1,2,19,83,6,15,10,1,0,0,5,0,0,5,2017,french
4128,MARSEILLE,LILLE,01-May,4-0,6.7,8.5,4.8,63,37,6,8,19,5,3,15,91,7,13,9,0,0,0,7,3,14,4,6,16,86,7,22,8,1,0,0,5,1,1,5,2017,french
4168,SAINT-ï¿½ï¿½TIENNE,LILLE,5-0,3-0,6.2,8.7,4.9,52,48,5,7,14,2,7,24,89,7,11,6,1,0,0,7,3,11,1,4,16,87,7,14,5,0,0,0,5,0,0,5,2017,french
4268,PSG,LYON,5-0,1-0,7.7,8.6,4.3,48,52,2,8,14,4,2,10,86,5,17,11,2,0,1,4,6,16,6,10,11,86,4,7,16,3,1,0,5,0,0,5,2018,french
4270,PSG,AMIENS,5-0,2-0,6.8,9.1,4.4,59,41,6,8,16,2,10,11,89,12,16,12,0,0,0,6,2,8,0,5,17,86,12,22,10,0,0,0,5,0,0,5,2018,french
4296,NANTES,GUINGAMP,5-0,1-0,5.3,8.1,4.1,55,45,3,10,19,6,8,29,73,23,19,10,0,0,0,3,0,4,1,5,25,72,18,24,13,2,0,0,5,0,0,5,2018,french
4348,PSG,MONTPELLIER,01-May,01-Feb,7.3,8.1,4.7,65,35,6,9,18,3,8,15,90,11,8,11,2,0,0,6,7,15,2,3,8,82,13,17,11,1,0,0,5,1,1,5,2018,french
4445,LYON,TOULOUSE,01-May,01-Mar,6.3,8.7,3.8,63,37,8,10,22,4,8,17,88,17,12,12,0,0,0,2,2,5,1,1,20,73,10,16,14,2,0,1,5,1,1,5,2018,french
4498,LILLE,PSG,01-May,01-Jan,6.7,7.9,4.5,44,56,3,6,15,6,2,14,87,6,8,10,1,0,0,4,5,10,1,2,17,90,5,10,11,3,0,1,5,1,1,5,2018,french
4510,LILLE,NIMES,5-0,0-0,6.3,8.9,4.3,60,40,4,8,14,2,1,19,87,17,18,8,1,0,0,5,3,8,1,4,17,79,8,16,14,2,0,0,5,0,0,5,2018,french
4541,LILLE,ANGERS,5-0,2-0,7.3,9.2,4.2,49,51,5,12,18,1,3,13,87,10,17,13,1,0,0,8,3,13,2,6,20,85,11,10,12,3,0,0,5,0,0,5,2018,french
4706,BREST,STRASBOURG,5-0,2-0,5.9,8.6,4.2,49,51,2,8,11,1,3,24,78,11,22,9,2,0,0,5,3,9,1,7,24,79,15,12,11,1,0,0,5,0,0,5,2019,french
4742,MONACO,LILLE,01-May,01-Feb,6.3,7.5,5,39,61,7,6,15,2,5,25,69,17,18,10,5,0,1,3,4,9,2,6,22,81,11,16,15,1,0,0,5,1,1,5,2019,french
4766,PSG,MONTPELLIER,5-0,3-0,6.8,8.9,3.3,68,32,8,9,20,3,12,15,89,11,2,16,3,0,0,3,2,6,1,2,11,75,8,30,16,3,1,1,5,0,0,5,2019,french
4832,STADE RENNAIS,MONTPELLIER,5-0,2-0,6.9,9,3.4,54,46,5,9,16,2,2,22,88,4,28,9,2,0,0,5,1,11,5,7,19,84,12,14,10,3,0,0,5,0,0,5,2019,french
5005,STRASBOURG,NIMES,5-0,3-0,7.3,9.4,3.8,59,41,5,12,21,4,10,21,87,15,11,12,1,0,0,1,2,6,3,5,15,83,7,25,6,2,0,0,5,0,0,5,2020,french
5166,STADE RENNAIS,DIJON,01-May,01-Jan,7.1,8.6,4.1,74,26,7,12,25,6,8,16,92,8,6,13,6,0,0,2,1,4,1,2,13,78,8,12,8,3,0,0,5,1,1,5,2020,french
5333,BAYERN,WOLFSBURG,5-0,2-0,6.7,9.2,4.5,68,32,4,10,19,5,10,23,89,11,7,13,1,0,0,1,3,6,2,2,14,75,15,25,4,0,0,0,5,0,0,5,2016,german
5416,HOFFENHEIM,INGOLSTADT,02-May,01-Jan,7.6,7.3,5,60,40,3,12,17,2,3,25,78,23,17,19,2,0,0,3,4,8,1,6,19,67,15,17,21,2,0,0,5,2,2,5,2016,german
5468,HOFFENHEIM,M'GLADBACH,03-May,02-Feb,9.7,7.6,5.5,50,50,5,9,16,2,5,20,84,12,4,6,2,0,0,4,4,11,3,1,17,86,8,24,20,4,0,0,5,3,3,5,2016,german
5555,DORTMUND,1. FC Kï¿½ï¿½LN,5-0,2-0,6.1,9,4,74,26,12,8,22,2,8,18,89,11,11,11,0,0,0,2,2,6,2,5,19,68,17,18,12,3,0,0,5,0,0,5,2017,german
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
